"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","523","校验用户基本信息","src.testcases","2026-06-09","passed","2026-06-09","TestUserProfile","test_user_profile","",""
