"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","675","校验用户基本信息","src.testcases","2026-05-15","passed","2026-05-15","TestUserProfile","test_user_profile","",""
