"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","397","校验用户基本信息","src.testcases","2026-04-25","passed","2026-04-25","TestUserProfile","test_user_profile","",""
